"Estimator","Version","etahat_0","etahat_1","rdhat","rrhat","cov_00","cov_01","cov_11","var_rd","var_rr","eta_0","eta_1","rd","rr","seed","n_trial","n_aux","run_id","replicate"
"AIPW","Proposed",0.449703305136455,0.316485311733862,-0.133217993402592,0.703764700234592,0.00256576990148922,0.000271215388672128,0.00402066161090043,0.0060440007350454,0.0242774580269308,0.49815153137096,0.342828855945726,-0.155322675425234,0.688201951326394,91000033,500,500,"hal_aipw_mc20",9
"AIPW","Naive",0.453744301484292,0.421484370546813,-0.0322599309374785,0.928902840582351,0.000254514858667455,3.47869820803218e-05,0.000374315831021709,0.00055925672552852,0.00257086258734826,0.500369693725808,0.346367593368016,-0.154002100357792,0.692223365465891,91000034,5000,500,"hal_aipw_mc20",9
"AIPW","Proposed",0.500654363532738,0.39147847526191,-0.109175888270828,0.781933612841289,0.000651357117533081,0.000385962501530381,0.00100657855944781,0.000886010673920131,0.00319657697412643,0.500369693725808,0.346367593368016,-0.154002100357792,0.692223365465891,91000034,5000,500,"hal_aipw_mc20",9
"AIPW","Naive",0.454491648246514,0.499031435452567,0.0445397872060529,1.09799913238867,0.00296175466570696,0.000887828096229297,0.00426694854841516,0.00545304702166352,0.028504557728091,0.50554540588712,0.342172369127433,-0.163373036759687,0.676838054787574,91000035,500,5000,"hal_aipw_mc20",9
"AIPW","Proposed",0.448164123083682,0.466446197918971,0.0182820748352893,1.04079325830344,0.00345278422523347,2.0113015653833e-05,0.00512972100597329,0.00854227919989909,0.0439533836531312,0.50554540588712,0.342172369127433,-0.163373036759687,0.676838054787574,91000035,500,5000,"hal_aipw_mc20",9
"AIPW","Naive",0.432862230712365,0.390169431364812,-0.0426927993475535,0.901370929782223,0.000264227967039644,4.24888332956365e-05,0.000368769483070721,0.000548019783519092,0.00270508109826141,0.505175712161312,0.343236840314275,-0.161938871847037,0.679440503673053,91000036,5000,5000,"hal_aipw_mc20",9
"AIPW","Proposed",0.47142283323442,0.355729724627576,-0.115693108606844,0.754587388538063,0.000242326678294113,2.1121570676503e-05,0.000488565543165547,0.000688649080106654,0.00267581037758791,0.505175712161312,0.343236840314275,-0.161938871847037,0.679440503673053,91000036,5000,5000,"hal_aipw_mc20",9
"AIPW","Naive",0.429156498867151,0.468125909750521,0.0389694108833705,1.09080466213663,0.00270923195598861,0.00072543678273885,0.00429468461811577,0.00555304300862668,0.032228304385815,0.49168189116932,0.34369907762736,-0.14798281354196,0.699027326001316,91000037,500,500,"hal_aipw_mc20",10
"AIPW","Proposed",0.457852341360683,0.400441087507763,-0.0574112538529201,0.874607490960294,0.00224717129105386,0.000325545216542135,0.00683990189404007,0.00843598275200966,0.0381121387219722,0.49168189116932,0.34369907762736,-0.14798281354196,0.699027326001316,91000037,500,500,"hal_aipw_mc20",10
"AIPW","Naive",0.460144126264114,0.384980667796577,-0.0751634584675369,0.836652356995655,0.000265782986069961,3.05088013652237e-05,0.000354332922660105,0.000559098305999618,0.00231106141280497,0.502033315491944,0.342669285553872,-0.159364029938072,0.682562839914496,91000038,5000,500,"hal_aipw_mc20",10
"AIPW","Proposed",0.487826379510376,0.355218912813198,-0.132607466697179,0.728166675139063,0.000714912682391979,0.000359536636467868,0.000932975030960681,0.000928814440416924,0.00331310867442508,0.502033315491944,0.342669285553872,-0.159364029938072,0.682562839914496,91000038,5000,500,"hal_aipw_mc20",10
"AIPW","Naive",0.445159648699578,0.301659769717323,-0.143499878982255,0.677644010634266,0.0028218048759041,0.000338676488220595,0.00301268844261198,0.00515714034207489,0.0194253272610739,0.48243954802412,0.354401746843807,-0.128037801180313,0.734603430202386,91000039,500,5000,"hal_aipw_mc20",10
"AIPW","Proposed",0.511264317751649,0.266403956569217,-0.244860361182431,0.52106894089688,0.00164451117672275,4.15420295262858e-06,0.00286037489692138,0.00449657766773886,0.0126345168224983,0.48243954802412,0.354401746843807,-0.128037801180313,0.734603430202386,91000039,500,5000,"hal_aipw_mc20",10
